Time,Node,Stock,Action,Demand,Delivery,Reward
34,B,1390.0,50.0,0.0,50.0,-1776.0
34,C,1383.0,50.0,16.0,50.0,-1776.0
35,A,1409.0,50.0,0.0,50.0,-1904.5
35,B,1427.0,50.0,13.0,50.0,-1904.5
35,C,1433.0,50.0,0.0,50.0,-1904.5
36,A,1459.0,50.0,0.0,50.0,-2239.5
36,B,1477.0,50.0,0.0,50.0,-2239.5
36,C,1483.0,50.0,0.0,50.0,-2239.5
37,A,1509.0,50.0,0.0,50.0,-2171.0
37,B,1520.0,50.0,7.0,50.0,-2171.0
37,C,1533.0,50.0,0.0,50.0,-2171.0
38,A,1559.0,50.0,0.0,50.0,-2283.5
38,B,1565.0,50.0,5.0,50.0,-2283.5
38,C,1583.0,50.0,0.0,50.0,-2283.5
39,A,1609.0,50.0,0.0,50.0,-2417.5
39,B,1613.0,50.0,2.0,50.0,-2417.5
39,C,1633.0,50.0,0.0,50.0,-2417.5
40,A,1659.0,50.0,0.0,50.0,-2102.0
40,B,1650.0,50.0,13.0,50.0,-2102.0
40,C,1675.0,50.0,8.0,50.0,-2102.0
41,A,1698.0,50.0,11.0,50.0,-2371.5
41,B,1700.0,50.0,0.0,50.0,-2371.5
41,C,1725.0,50.0,0.0,50.0,-2371.5
42,A,1748.0,50.0,0.0,50.0,-2338.5
42,B,1750.0,50.0,0.0,50.0,-2338.5
42,C,1759.0,50.0,16.0,50.0,-2338.5
43,A,1798.0,50.0,0.0,50.0,-2610.5
43,B,1800.0,50.0,0.0,50.0,-2610.5
43,C,1803.0,50.0,6.0,50.0,-2610.5
44,A,1848.0,50.0,0.0,50.0,-2641.5
44,B,1850.0,50.0,0.0,50.0,-2641.5
44,C,1845.0,50.0,8.0,50.0,-2641.5
45,A,1898.0,50.0,0.0,50.0,-2487.0
45,B,1896.0,50.0,4.0,50.0,-2487.0
45,C,1880.0,50.0,15.0,50.0,-2487.0
46,A,1948.0,50.0,0.0,50.0,-2470.5
46,B,1935.0,50.0,11.0,50.0,-2470.5
46,C,1918.0,50.0,12.0,50.0,-2470.5
47,A,1998.0,50.0,0.0,50.0,-3005.5
47,B,1985.0,50.0,0.0,50.0,-3005.5
47,C,1968.0,50.0,0.0,50.0,-3005.5
48,A,2048.0,50.0,0.0,50.0,-2978.0
48,B,2030.0,50.0,5.0,50.0,-2978.0
48,C,2018.0,50.0,0.0,50.0,-2978.0
49,A,2093.0,50.0,5.0,50.0,-3050.5
49,B,2080.0,50.0,0.0,50.0,-3050.5
49,C,2068.0,50.0,0.0,50.0,-3050.5
50,A,2143.0,50.0,0.0,50.0,-3225.5
50,B,2130.0,50.0,0.0,50.0,-3225.5
50,C,2118.0,50.0,0.0,50.0,-3225.5
51,A,2193.0,50.0,0.0,50.0,-3300.5
51,B,2180.0,50.0,0.0,50.0,-3300.5
51,C,2168.0,50.0,0.0,50.0,-3300.5
52,A,2231.0,50.0,12.0,50.0,-2945.0
52,B,2230.0,50.0,0.0,50.0,-2945.0
52,C,2209.0,50.0,9.0,50.0,-2945.0
